STCTNAME,FIELD_NAME,API_CRUDE,SRC,CRN,SU100,POUR_POINT,CAR_CR_WT,LT_GAS_VOL,GAS_NP_VOL,RESDUM_VOL,TIPO_CRUDO,CLASE_AZUFRE
CALIFORNIA,STRAND,33.6,0.54,0.34,50.0,40.0,2.4,8.8,29.9,25.6,Liviano,Agrio (sour) ≥ 0.5%S
INDIANA,SPRINGFIELD,32.5,0.3,0.17,61.0,5.0,2.9,5.9,26.5,27.7,Liviano,Dulce (sweet) < 0.5%S
ARKANSAS,KIBLAH,41.1,0.38,0.03,45.0,25.0,2.2,9.0,30.7,16.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,KROTZ SPRINGS,54.9,0.04,0.02,34.0,5.0,0.0,29.8,67.0,5.7,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"GUEYDAN, WEST",38.4,0.06,0.02,41.0,40.0,0.3,3.0,20.0,10.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,GUEYDAN,27.1,0.17,0.03,75.0,5.0,0.9,0.0,4.2,16.5,Mediano,Dulce (sweet) < 0.5%S
LOUISIANA,"GUEYDAN, WEST",39.2,0.06,0.02,42.0,40.0,0.3,5.9,20.7,10.6,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,GUEYDAN,34.6,0.08,0.03,50.0,45.0,0.8,0.0,9.9,18.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,"CAMERON, WEST (BLOCK 45)",39.2,0.04,0.02,41.0,30.0,0.2,2.4,18.2,6.7,Liviano,Dulce (sweet) < 0.5%S
MISSISSIPPI,SOSO,43.4,0.47,0.02,39.0,5.0,1.0,10.8,38.6,15.6,Liviano,Dulce (sweet) < 0.5%S
MISSISSIPPI,SOSO,46.0,0.43,0.04,40.0,5.0,1.2,16.8,42.7,14.2,Liviano,Dulce (sweet) < 0.5%S
MISSISSIPPI,SOSO,45.4,0.4,0.01,37.0,5.0,0.9,13.2,41.3,9.2,Liviano,Dulce (sweet) < 0.5%S
MISSISSIPPI,SOSO,43.2,0.57,0.01,39.0,5.0,1.4,11.5,37.5,14.8,Liviano,Agrio (sour) ≥ 0.5%S
MISSISSIPPI,SOSO,41.1,0.89,0.02,41.0,5.0,2.3,12.0,36.5,19.4,Liviano,Agrio (sour) ≥ 0.5%S
MISSISSIPPI,SOSO,41.5,0.68,0.02,39.0,20.0,2.2,8.4,34.2,18.5,Liviano,Agrio (sour) ≥ 0.5%S
MISSISSIPPI,SOSO,41.9,0.62,0.02,41.0,20.0,2.4,7.8,33.2,19.6,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,DOLLARHIDE,42.3,0.15,0.03,40.0,5.0,1.4,9.7,31.6,20.6,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DOLLARHIDE,32.8,0.81,0.12,55.0,5.0,2.7,4.6,25.6,30.4,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,DOLLARHIDE,36.8,0.48,0.09,42.0,5.0,1.2,7.0,31.7,23.7,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DOLLARHIDE,40.0,0.24,0.06,42.0,5.0,2.2,8.5,29.8,22.6,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DOLLARHIDE,33.4,1.09,0.08,46.0,5.0,3.1,6.8,30.1,26.0,Liviano,Agrio (sour) ≥ 0.5%S
OKLAHOMA,JOINER CITY,40.4,0.47,0.09,40.0,5.0,1.1,13.0,34.9,24.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),39.4,0.07,0.008,40.0,10.0,0.1,2.1,12.6,7.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),39.2,0.07,0.01,39.0,15.0,0.1,1.3,13.0,8.4,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),38.2,0.07,0.01,43.0,30.0,0.4,1.0,10.4,10.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),46.9,0.02,0.006,33.0,5.0,0.1,10.8,43.0,7.0,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),35.8,0.07,0.01,58.0,65.0,0.1,0.7,6.6,13.8,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),36.8,0.07,0.01,167.0,50.0,0.1,0.0,8.7,14.2,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),36.0,0.07,0.01,48.0,65.0,0.1,0.0,7.7,17.5,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 32),35.2,0.08,0.01,46.0,65.0,0.1,0.0,5.9,15.8,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,SLIGO,40.2,0.26,0.04,46.0,20.0,1.5,7.2,32.3,24.6,Liviano,Dulce (sweet) < 0.5%S
MISSISSIPPI,BRYAN,38.2,1.28,0.04,45.0,35.0,2.3,11.7,33.4,26.3,Liviano,Agrio (sour) ≥ 0.5%S
MISSISSIPPI,BRYAN,37.2,1.47,0.03,47.0,35.0,2.1,11.0,32.3,27.5,Liviano,Agrio (sour) ≥ 0.5%S
LOUISIANA,EUGENE ISLAND (BLOCK 188),27.1,0.35,0.04,91.0,5.0,1.3,0.0,4.1,26.9,Mediano,Dulce (sweet) < 0.5%S
MICHIGAN,ALBION,41.9,0.1,0.08,44.0,5.0,1.0,9.1,28.9,25.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"MEANS, NORTH",27.7,1.74,0.15,97.0,25.0,6.1,5.0,24.4,32.3,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,SHARON RIDGE,28.2,1.71,0.12,49.0,30.0,4.9,3.8,23.3,32.1,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,MCFARLAND,45.4,0.11,0.06,36.0,5.0,0.3,19.4,48.2,12.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PECOS VALLEY,39.8,0.97,0.06,39.0,5.0,1.8,14.9,37.8,21.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,PECOS VALLEY,38.6,0.51,0.06,41.0,5.0,1.7,15.9,32.7,24.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,SNYDER,31.0,1.46,0.1,80.0,35.0,4.2,10.2,29.8,28.9,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"GOOD, SOUTHEAST",43.4,0.31,0.03,41.0,5.0,1.0,14.9,38.5,16.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FLUVANNA,39.4,0.48,0.05,38.0,5.0,1.5,11.4,35.5,19.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MEANS,35.6,1.11,0.06,46.0,5.0,3.9,10.7,31.3,28.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"MEANS, EAST",43.0,0.1,0.05,35.0,5.0,0.5,16.4,45.2,15.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MCFARLAND,43.6,0.1,0.05,36.0,5.0,0.4,16.6,47.7,13.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"GOOD, SOUTHEAST",44.3,0.23,0.07,35.0,5.0,0.9,20.5,45.9,15.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHARON RIDGE,29.1,1.67,0.11,49.0,5.0,4.7,8.4,29.1,30.8,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,PECOS VALLEY,39.0,0.68,0.06,41.0,5.0,1.7,11.4,34.0,24.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,FLUVANNA,41.3,0.6,0.06,41.0,5.0,2.0,16.7,37.7,20.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,KATZ,36.0,0.46,0.11,46.0,5.0,3.1,9.0,29.0,27.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"ANDECTOR, WEST",36.2,0.58,0.06,45.0,5.0,1.5,7.0,29.6,26.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"ANDREWS, NORTH",44.3,0.3,0.03,37.0,5.0,0.7,15.0,39.3,17.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"ANDREWS, NORTH",45.2,0.11,0.02,37.0,5.0,1.5,13.9,37.0,16.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"ANDREWS, NORTH",39.8,0.09,0.06,41.0,20.0,1.2,11.5,32.2,20.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EL MAR,41.7,0.13,0.07,38.0,5.0,1.1,13.0,36.6,20.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMBAR,42.5,0.41,0.04,31.0,5.0,1.1,16.8,39.9,20.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMMA,45.6,0.06,0.02,36.0,5.0,0.6,15.3,39.9,16.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMMA,49.2,0.03,0.006,35.0,5.0,0.6,16.1,42.0,8.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMMA,45.2,0.04,0.01,37.0,5.0,0.6,12.8,40.5,12.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMMA,38.6,0.74,0.06,42.0,5.0,1.8,13.0,36.3,21.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,EMPEROR (HOLT),40.0,0.61,0.04,37.0,5.0,1.0,8.5,41.0,18.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,EMPEROR DEEP,35.6,1.11,0.07,45.0,5.0,2.0,9.0,34.0,24.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,FASKEN,48.5,0.02,0.002,36.0,5.0,0.4,9.7,39.7,10.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FASKEN,41.1,0.09,0.05,38.0,5.0,0.7,14.5,39.2,21.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"FASKEN, SOUTH",39.4,0.1,0.06,40.0,5.0,0.7,12.7,35.7,22.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GERALDINE-FORD,42.1,0.1,0.05,38.0,5.0,0.6,13.0,38.6,19.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MARTIN,37.8,1.04,0.08,39.0,5.0,1.9,13.9,37.2,22.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,PENWELL,39.6,0.27,0.04,40.0,5.0,1.8,8.1,30.4,22.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PENWELL,33.8,1.44,0.08,47.0,5.0,2.8,8.6,30.7,26.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TRIPLE N,44.9,0.08,0.03,38.0,5.0,0.8,12.8,38.4,15.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TRIPLE N,42.3,0.08,0.04,39.0,5.0,0.8,11.8,38.5,17.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TRIPLE N,42.1,0.08,0.045,40.0,5.0,1.0,10.5,34.9,19.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SAND HILLS (JUDKINS),32.5,2.24,0.076,48.0,5.0,3.6,6.9,31.0,29.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,ABELL,41.5,0.46,0.063,38.0,5.0,1.1,15.7,40.3,19.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DORA ROBERTS,51.8,0.04,0.006,34.0,5.0,0.0,20.2,47.5,10.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MIDLAND FARMS,45.2,0.05,0.011,35.0,5.0,0.4,10.2,37.4,13.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TAFT DEEP,26.8,0.16,0.04,48.0,5.0,0.8,3.2,17.7,14.1,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"TAFT, WEST",21.8,0.2,0.049,86.0,5.0,1.0,0.0,0.0,18.3,Pesado,Dulce (sweet) < 0.5%S
TEXAS,"FULTON BEACH, WEST",46.9,0.05,0.006,30.0,5.0,0.2,14.4,48.7,10.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FULTON BEACH,44.3,0.04,0.006,33.0,15.0,0.2,12.7,40.7,8.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KELSEY, SOUTH",43.4,0.02,0.003,34.0,5.0,0.3,9.4,45.3,9.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FULTON BEACH,42.1,0.05,0.012,35.0,15.0,0.2,8.1,35.9,10.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FULTON BEACH,42.8,0.03,0.003,32.0,5.0,0.1,7.1,35.5,7.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SEELIGSON,41.9,0.03,0.007,34.0,5.0,0.3,10.1,44.8,13.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"TAFT, WEST",21.3,0.18,0.046,79.0,5.0,1.1,0.0,0.0,18.6,Pesado,Dulce (sweet) < 0.5%S
TEXAS,PRADO,39.0,0.03,0.003,33.0,5.0,0.1,6.6,47.4,11.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BORREGOS, SOUTH",39.0,0.05,0.004,35.0,35.0,0.2,3.8,29.9,5.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PRADO,39.4,0.03,0.002,35.0,5.0,0.0,7.8,49.0,9.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SEELIGSON,39.6,0.04,0.005,34.0,10.0,0.3,9.0,41.9,10.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FULTON BEACH,42.5,0.03,0.002,32.0,10.0,0.1,9.0,37.6,7.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"TAFT, NORTH",28.6,0.15,0.03,41.0,5.0,1.0,4.5,21.1,12.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"WHITE POINT, EAST",27.3,0.13,0.028,44.0,5.0,0.6,0.7,15.4,12.2,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SEELIGSON,40.9,0.04,0.005,34.0,15.0,0.3,6.3,38.7,7.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"DOLLARHIDE, EAST",42.3,0.1,0.035,40.0,5.0,1.0,11.6,35.7,20.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FULLERTON,39.6,0.47,0.052,40.0,5.0,1.4,9.6,35.1,21.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"FULLERTON, SOUTH",41.9,0.14,0.035,41.0,5.0,1.9,10.8,31.6,20.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"FULLERTON, SOUTH",43.4,0.17,0.032,36.0,5.0,0.6,13.1,39.5,18.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOLDSMITH,40.9,0.16,0.079,40.0,5.0,1.3,12.9,35.4,21.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOLDSMITH,47.8,0.12,0.009,37.0,5.0,0.8,14.4,38.2,15.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HALLEY,36.8,0.57,0.081,35.0,5.0,1.7,11.2,28.3,28.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HALLEY,40.9,1.32,0.025,35.0,5.0,1.4,17.9,45.8,18.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HALLEY,37.2,0.65,0.094,47.0,5.0,2.3,12.7,30.8,28.2,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HALLEY,34.6,1.12,0.064,48.0,5.0,2.6,8.8,30.9,23.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"KERMIT, SOUTH",32.3,0.79,0.08,81.0,20.0,2.0,4.1,17.0,37.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,KEYSTONE,40.2,0.58,0.066,39.0,5.0,1.3,13.3,35.7,21.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,MONAHANS,35.4,1.74,0.045,38.0,5.0,2.6,14.3,41.9,19.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,MONAHANS,32.5,1.39,0.14,57.0,20.0,5.6,10.7,30.2,35.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"SCARBOROUGH, NORTH",38.0,0.94,0.069,43.0,5.0,2.0,11.0,34.2,21.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,WASSON (66),31.9,1.4,0.068,44.0,10.0,3.8,11.5,33.9,24.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,WASSON (72),33.2,1.01,0.063,42.0,5.0,3.0,11.6,35.9,21.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,WASSON,42.8,0.24,0.033,38.0,5.0,1.0,15.4,41.7,15.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,YATES,34.0,1.23,0.079,50.0,5.0,3.1,8.2,28.0,27.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,GANADO,25.9,0.16,0.02,47.0,5.0,0.4,0.0,6.9,10.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"GANADO, WEST",24.2,0.17,0.026,47.0,5.0,0.5,0.0,2.4,13.1,Mediano,Dulce (sweet) < 0.5%S
TEXAS,PERSON,41.7,0.2,0.003,39.0,5.0,0.4,9.1,31.8,20.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PERSON,39.2,0.23,0.006,50.0,45.0,0.5,5.9,23.7,24.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,REFUGIO-FOX,34.4,0.12,0.029,37.0,5.0,0.7,8.8,33.4,10.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,24.3,0.17,0.034,69.0,5.0,0.7,0.0,2.1,17.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,23.5,0.17,0.04,57.0,5.0,0.8,0.0,3.0,17.8,Mediano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,31.1,0.16,0.029,39.0,5.0,0.7,5.8,29.5,10.0,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SACATOSA,37.0,0.33,0.055,50.0,35.0,1.4,7.9,28.4,26.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SALT FLAT,37.8,0.58,0.065,45.0,5.0,1.5,7.1,30.6,19.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,DARST CREEK,36.6,0.76,0.059,49.0,35.0,1.7,2.6,23.5,22.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,ALVORD,42.1,0.09,0.032,40.0,5.0,0.7,10.2,37.9,12.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,JAY,40.2,0.22,0.047,38.0,5.0,1.6,11.0,36.0,18.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ALVORD,39.8,0.1,0.048,43.0,5.0,1.0,5.3,30.3,21.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TAFT DEEP,36.6,0.1,0.009,37.0,5.0,0.3,3.0,26.9,5.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"TAFT, NORTH",29.5,0.17,0.03,42.0,5.0,0.8,3.4,22.2,12.6,Mediano,Dulce (sweet) < 0.5%S
TEXAS,RHF,36.0,0.05,0.037,78.0,65.0,1.0,3.4,16.9,39.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FARNSWORTH,40.9,0.07,0.056,43.0,25.0,0.8,12.7,33.7,16.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FARNSWORTH-CONNER,40.2,0.07,0.05,46.0,40.0,1.0,10.8,31.1,29.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,42.8,0.23,0.048,47.0,15.0,1.5,15.3,37.9,18.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,41.3,0.4,0.042,42.0,25.0,1.3,11.7,37.6,19.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PANHANDLE,38.4,0.42,0.059,48.0,40.0,1.8,7.4,28.3,28.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PEGASUS,35.6,0.17,0.183,48.0,5.0,2.7,12.6,31.9,28.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PEGASUS,30.0,0.56,0.347,67.0,15.0,3.6,4.7,24.1,32.0,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,IAB,46.5,0.08,0.028,43.0,5.0,0.3,15.4,41.8,16.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CLAM LAKE,25.7,0.18,0.048,100.0,5.0,1.4,0.0,2.3,28.3,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"DAYTON, NORTH",37.6,0.31,0.01,38.0,5.0,0.3,8.1,35.1,8.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FIG RIDGE,35.8,0.13,0.02,46.0,5.0,0.8,1.6,15.7,13.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"HASTINGS, EAST",31.0,0.15,0.022,55.0,5.0,1.1,2.9,15.8,23.0,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"HASTINGS, WEST",30.2,0.17,0.026,58.0,5.0,1.4,3.1,16.4,22.4,Mediano,Dulce (sweet) < 0.5%S
TEXAS,HUMBLE (LIGHT),45.6,0.06,0.004,34.0,5.0,0.3,14.4,50.4,4.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"KATY, NORTH",39.2,0.05,0.001,37.0,45.0,0.1,6.1,26.3,7.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MANVEL,27.1,0.16,0.023,76.0,5.0,0.7,0.0,7.6,24.4,Mediano,Dulce (sweet) < 0.5%S
TEXAS,"RED FISH REEF, SOUTH",39.2,0.08,0.022,44.0,25.0,0.9,4.7,19.4,17.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"TOMBALL, WEST",40.2,0.05,0.024,36.0,15.0,0.2,3.7,27.4,5.9,Liviano,Dulce (sweet) < 0.5%S
OKLAHOMA,MUSKOGEE,40.4,0.08,0.02,42.0,5.0,0.6,9.4,32.3,16.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"QUITMAN, EAST",45.6,0.41,0.008,36.0,5.0,0.5,16.2,44.0,9.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"QUITMAN, EAST",46.7,0.48,0.011,34.0,5.0,0.4,17.7,46.4,11.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"QUITMAN, SOUTHEAST",43.4,0.5,0.011,36.0,5.0,0.6,12.1,38.6,14.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,BETHANY,41.5,0.23,0.029,41.0,5.0,1.5,3.0,30.9,19.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"QUITMAN, SOUTHEAST",41.3,2.39,0.01,34.0,5.0,0.6,16.3,41.6,13.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TRIX-LIZ,21.8,2.86,0.121,760.0,5.0,6.5,0.0,7.6,52.6,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,TRIX-LIZ,21.6,2.87,0.124,982.0,5.0,6.6,0.0,8.4,52.1,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,QUITMAN,44.9,0.5,0.012,35.0,5.0,0.6,13.9,42.1,12.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TRIX-LIZ,22.5,2.79,0.136,1260.0,5.0,5.3,0.0,9.3,53.0,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,TATUM,43.0,0.16,0.016,42.0,5.0,0.5,6.2,28.5,17.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"QUITMAN, NORTHWEST",46.3,0.46,0.011,34.0,5.0,0.5,15.8,43.3,12.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,QUITMAN,63.7,0.07,0.005,32.0,5.0,0.0,39.9,80.9,7.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FAIRWAY,45.6,0.24,0.007,33.0,5.0,0.3,11.6,36.1,13.4,Liviano,Dulce (sweet) < 0.5%S
ILLINOIS,ST. TERESA,24.7,0.45,0.152,306.0,20.0,4.8,0.0,0.0,46.6,Mediano,Dulce (sweet) < 0.5%S
TEXAS,BURNS-MIDWAY,45.2,0.08,0.031,34.0,5.0,0.5,15.0,42.8,10.3,Liviano,Dulce (sweet) < 0.5%S
LOUISIANA,WASHINGTON,40.2,0.13,0.023,40.0,5.0,0.7,7.4,26.0,15.9,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,MALJAMAR,38.4,0.55,0.062,39.0,5.0,1.5,12.9,37.7,18.9,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,MALJAMAR,37.8,0.51,0.058,39.0,5.0,1.4,12.7,36.9,19.2,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,MALJAMAR-PADDOCK,38.0,0.6,0.044,38.0,5.0,1.6,14.3,39.8,18.7,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,EMPIRE,42.5,0.28,0.014,36.0,5.0,0.5,12.5,37.2,15.4,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,EMPIRE,39.0,0.28,0.014,39.0,5.0,0.5,5.4,31.7,18.1,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,EMPIRE,41.1,0.27,0.014,37.0,5.0,0.5,10.0,35.0,16.3,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,HOBBS,35.2,1.41,0.079,42.0,5.0,2.9,11.0,31.3,24.0,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,HOBBS,36.4,1.39,0.076,42.0,5.0,2.5,11.8,34.5,21.4,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,HOBBS,34.2,1.49,0.083,44.0,5.0,3.1,9.1,31.1,24.7,Liviano,Agrio (sour) ≥ 0.5%S
NEW MEXICO,"WARREN, NORTH",41.7,0.11,0.014,42.0,5.0,2.4,9.0,29.6,20.2,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,WARREN,43.4,0.06,0.01,39.0,5.0,2.0,7.7,31.9,18.6,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,WARREN,40.9,0.09,0.019,40.0,5.0,2.6,3.7,27.1,21.3,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,"BRUNSON, NORTH",40.2,0.26,0.039,45.0,5.0,2.2,8.2,31.3,23.0,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DRINKARD,39.2,0.31,0.056,40.0,5.0,1.3,9.8,34.5,21.8,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DRINKARD,39.0,0.33,0.059,43.0,5.0,1.4,9.9,32.3,22.3,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,BRUNSON,40.9,0.27,0.045,39.0,5.0,1.6,11.8,34.5,19.9,Liviano,Dulce (sweet) < 0.5%S
NEW MEXICO,DRINKARD,34.8,0.32,0.068,46.0,10.0,1.8,4.4,26.2,24.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TRI-CITIES,46.3,0.22,0.004,35.0,5.0,1.1,14.1,41.2,9.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"AMACKER-TIPPETT, SOUTH",40.9,0.23,0.049,42.0,5.0,0.8,12.4,35.9,19.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,STOWELL,32.5,0.16,0.035,52.0,5.0,1.2,1.0,13.7,17.8,Liviano,Dulce (sweet) < 0.5%S
