STCTNAME,FIELD_NAME,API_CRUDE,SRC,CRN,SU100,POUR_POINT,CAR_CR_WT,LT_GAS_VOL,GAS_NP_VOL,RESDUM_VOL,TIPO_CRUDO,CLASE_AZUFRE
TEXAS,PEGASUS,53.2,0.01,0.0,33.0,5.0,0.1,14.9,43.8,4.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PEGASUS,54.4,0.0,0.008,34.0,5.0,0.0,17.4,51.2,7.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PEGASUS,53.2,0.01,0.008,33.0,5.0,0.0,16.8,47.2,11.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BENEDUM,38.2,0.07,0.105,40.0,5.0,1.1,10.8,34.7,23.3,Liviano,Dulce (sweet) < 0.5%S
INDIANA,"OWENSVILLE, NORTH",39.2,0.17,0.102,42.0,5.0,2.3,12.0,35.9,21.1,Liviano,Dulce (sweet) < 0.5%S
INDIANA,"OWENSVILLE, NORTH",38.0,0.18,0.116,44.0,5.0,2.0,9.9,34.3,19.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BETHANY, NORTHEAST",43.0,0.23,0.017,41.0,5.0,1.6,4.4,31.6,18.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BETHANY, NORTHEAST",43.6,0.21,0.015,39.0,5.0,1.8,6.3,34.8,15.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CAYUGA,25.4,1.95,0.092,142.0,5.0,4.6,2.1,20.8,38.6,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"CAYUGA, NORTHWEST",46.3,0.3,0.007,35.0,5.0,0.4,12.4,37.5,14.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,COKE,26.8,2.28,0.08,117.0,20.0,4.3,3.3,17.8,40.6,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,EAST TEXAS,40.6,0.28,0.077,37.0,5.0,1.9,13.4,33.3,22.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FAIRWAY,49.4,0.14,0.007,36.0,5.0,0.4,17.1,43.5,12.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FAIRWAY,51.6,0.1,0.006,37.0,5.0,0.1,14.9,42.9,10.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LAKE FARRELL,40.9,0.22,0.02,40.0,30.0,1.4,7.7,31.2,20.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MANZIEL,30.4,1.75,0.057,41.0,20.0,2.8,8.0,24.8,34.9,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,MERIGALE PAUL,29.8,2.07,0.072,91.0,5.0,2.9,8.7,23.7,38.1,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,NEW HOPE,43.2,0.67,0.016,39.0,5.0,1.9,15.2,38.6,19.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,NEW HOPE,46.0,0.42,0.004,40.0,40.0,2.1,14.2,38.0,17.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NEW HOPE,47.2,0.49,0.008,49.0,5.0,1.2,16.4,41.7,12.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PITTSBURG,43.6,0.4,0.008,41.0,5.0,1.5,10.3,34.3,18.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHAMBURGER LAKE,32.5,1.28,0.052,64.0,15.0,3.4,5.1,20.8,38.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,SHILOH,38.2,0.26,0.03,43.0,35.0,1.2,5.9,23.7,22.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"SLOCUM, SOUTH",43.4,0.04,0.02,36.0,25.0,0.5,11.2,38.5,11.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LEONA,37.8,0.11,0.098,42.0,50.0,1.8,11.1,31.6,26.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MEXIA,35.8,0.18,0.048,41.0,20.0,1.4,0.7,18.1,18.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,OAKWOOD,37.2,0.09,0.062,43.0,40.0,0.8,5.0,24.2,19.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PICKTON,48.8,0.22,0.016,32.0,5.0,0.3,13.5,57.8,10.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,VAN,34.8,0.8,0.039,56.0,5.0,3.0,8.0,27.0,35.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HANKAMER,34.8,0.16,0.032,50.0,35.0,1.2,2.7,15.7,19.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"UNA, WEST",41.1,0.09,0.016,34.0,10.0,0.2,6.1,34.0,4.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BERCLAIR,21.3,0.19,0.037,119.0,5.0,0.7,0.0,0.0,22.6,Pesado,Dulce (sweet) < 0.5%S
TEXAS,BERCLAIR,21.5,0.23,0.035,72.0,5.0,0.9,0.0,0.0,22.8,Pesado,Dulce (sweet) < 0.5%S
TEXAS,BURNELL,35.6,0.07,0.018,41.0,35.0,0.4,6.2,26.3,7.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BURNELL,47.2,0.04,0.007,34.0,5.0,0.3,15.6,50.4,6.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FALLS CITY,39.2,0.25,0.042,45.0,20.0,2.0,7.0,30.0,27.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GANADO DEEP,37.4,0.1,0.016,35.0,15.0,0.2,5.3,26.7,8.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LA ROSA,45.2,0.7,0.011,33.0,5.0,0.2,12.1,45.4,6.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,LA ROSA,42.1,0.08,0.012,34.0,5.0,0.3,11.7,44.0,4.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LA ROSA,37.0,0.1,0.017,36.0,20.0,0.4,7.6,37.3,8.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LA ROSA,38.6,0.12,0.025,34.0,5.0,0.4,11.1,43.6,8.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"LA ROSA, SOUTH",37.0,0.14,0.021,35.0,5.0,0.0,8.4,39.2,9.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"LA ROSA, SOUTH",39.4,0.12,0.023,34.0,5.0,0.5,10.5,38.4,7.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"UNA, WEST",41.5,0.06,0.011,35.0,10.0,0.2,4.2,38.1,8.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"UNA, WEST",41.3,0.06,0.007,35.0,25.0,0.1,5.9,29.7,9.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"UNA, WEST",38.2,0.09,0.014,37.0,35.0,0.2,4.3,29.1,6.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"UNA, WEST",41.1,0.07,0.012,38.0,35.0,0.2,7.9,33.6,5.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"MCFADDIN, NORTH",41.7,0.14,0.017,35.0,5.0,0.2,12.5,44.5,7.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WOODSBORO,35.4,0.13,0.022,38.0,5.0,0.6,3.9,29.0,9.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,REFUGIO (HEARD),33.8,0.11,0.022,35.0,5.0,0.4,5.1,30.9,8.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"MCFADDIN, EAST",41.9,0.09,0.014,35.0,5.0,0.2,11.4,43.6,9.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,32.8,0.14,0.025,36.0,5.0,0.6,6.0,33.4,13.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GRETA,23.7,0.17,0.038,66.0,5.0,0.7,0.0,2.2,15.3,Mediano,Dulce (sweet) < 0.5%S
TEXAS,TOM O'CONNOR,34.6,0.18,0.036,37.0,5.0,0.6,8.5,30.9,14.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LAKE PASTURE,31.7,0.16,0.026,42.0,5.0,0.5,5.6,28.1,7.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,REFUGIO OLD,38.8,0.1,0.023,36.0,5.0,0.4,10.8,40.8,4.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WOODSBORO,33.4,0.13,0.031,36.0,5.0,0.6,7.2,29.6,10.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"SUSAN PEAK, NORTH",42.3,0.05,0.022,38.0,5.0,0.5,9.7,36.2,18.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HJ,42.5,0.13,0.029,39.0,5.0,0.6,11.1,33.0,18.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HULLDALE,39.8,0.18,0.036,42.0,5.0,0.9,8.3,28.4,20.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FORT CHADBOURNE,44.3,0.09,0.025,37.0,15.0,0.6,14.5,41.1,16.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,VAUGHN,35.8,1.41,0.093,47.0,5.0,2.8,8.1,30.1,26.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,CREE SYKES,41.5,0.17,0.043,40.0,15.0,1.2,11.3,37.4,17.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SUSAN PEAK,38.2,0.41,0.044,46.0,5.0,1.8,10.0,30.6,23.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MCCUTCHEN,43.6,0.1,0.026,34.0,5.0,0.7,13.9,39.5,17.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"IAB, NORTHEAST",43.4,0.05,0.026,34.0,5.0,0.4,12.1,37.4,18.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WILSHIRE,53.7,0.07,0.001,33.0,5.0,0.2,16.7,43.7,6.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ADAMC,49.2,0.06,0.012,35.0,5.0,0.2,18.7,48.1,12.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BARNHART,49.7,0.04,0.011,34.0,5.0,0.3,25.4,51.3,13.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TODD DEEP,41.3,0.26,0.027,38.0,5.0,0.6,12.8,35.2,20.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BIG LAKE,37.4,0.4,0.118,47.0,5.0,1.4,8.4,30.7,25.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BIG LAKE,41.1,0.19,0.024,44.0,5.0,0.6,9.5,33.2,23.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NOELKE,33.0,1.36,0.158,66.0,5.0,4.4,8.5,27.1,31.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TIPPETT,41.1,0.73,0.07,44.0,5.0,2.1,10.9,33.3,23.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,BIG MINERAL CREEK,34.6,0.52,0.135,63.0,5.0,2.1,8.4,28.9,29.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,CONLEY,44.7,0.04,0.007,40.0,5.0,0.6,14.6,46.5,10.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CONLEY,44.9,0.06,0.005,36.0,5.0,0.5,15.2,49.9,10.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,CONLEY,43.6,0.05,0.009,43.0,5.0,0.5,13.4,47.2,9.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,KIMBELL-SIMS,42.1,0.13,0.039,41.0,5.0,0.9,11.8,37.3,21.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,RUSMAG,39.6,0.13,0.057,37.0,5.0,0.8,10.8,34.5,21.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SANDUSKY,41.1,0.31,0.079,42.0,5.0,1.5,12.6,34.9,23.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHERMAN,36.6,0.3,0.088,44.0,5.0,1.9,8.5,29.7,24.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"SHERMAN, EAST",29.5,0.42,0.124,81.0,5.0,3.0,2.4,14.3,40.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,SIVELLS BEND,38.4,0.27,0.068,48.0,5.0,1.8,8.9,27.7,31.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,WALNUT BEND,44.3,0.13,0.041,39.0,5.0,1.0,13.9,37.3,21.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GATEWOOD,31.3,0.51,0.143,65.0,5.0,2.5,4.3,22.1,38.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HILDRETH,39.0,0.18,0.076,42.0,10.0,1.5,10.3,34.8,24.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HILDRETH,38.4,0.2,0.094,41.0,5.0,1.7,10.4,33.9,26.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"SANDUSKY, WEST",38.8,0.03,0.071,45.0,5.0,1.5,8.8,30.4,27.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EL CINCO,39.8,0.25,0.051,43.0,5.0,1.1,9.7,34.0,20.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EL CINCO,41.7,0.22,0.049,39.0,5.0,0.9,12.0,35.7,20.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EA,43.8,0.09,0.018,36.0,5.0,0.3,16.0,41.4,18.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,COOK RANCH,36.6,0.3,0.092,47.0,5.0,2.3,7.1,30.4,23.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOLDSBORO,38.8,0.2,0.055,39.0,5.0,1.7,8.4,33.3,21.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GUEST,41.3,0.21,0.057,40.0,5.0,1.5,12.4,36.3,19.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,JULIANA,37.6,0.36,0.073,41.0,5.0,1.5,10.9,33.9,21.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"JULIANA, NORTH",39.6,0.36,0.069,40.0,5.0,1.6,11.7,33.8,21.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,KATZ,39.0,0.34,0.085,41.0,10.0,2.3,12.2,33.8,23.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SAYLES,39.0,0.31,0.087,42.0,5.0,1.7,9.7,32.0,21.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GMK,30.8,1.98,0.095,48.0,5.0,2.5,6.1,28.6,27.9,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,"HEADLEE, NORTH",47.2,0.03,0.01,35.0,5.0,0.1,13.8,40.6,14.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,KELLY-SNYDER,38.6,0.29,0.066,38.0,5.0,1.4,12.4,39.5,18.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,TXL,43.4,0.23,0.036,39.0,5.0,1.0,11.1,33.2,21.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHAFTER LAKE,27.0,2.65,0.134,51.0,5.0,2.3,8.1,28.3,31.8,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,TOBORG,20.2,2.1,0.169,296.0,5.0,4.0,2.1,10.9,54.3,Pesado,Agrio (sour) ≥ 0.5%S
TEXAS,YARBOROUGH & ALLEN,37.0,0.96,0.096,48.0,20.0,2.1,9.8,31.1,27.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,DEEP ROCK,35.6,1.35,0.096,45.0,5.0,2.3,10.9,33.3,29.2,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,KELLY-SNYDER,39.6,0.22,0.063,37.0,5.0,1.2,13.6,39.9,18.2,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"VEALMOOR, EAST",42.3,0.13,0.045,38.0,5.0,0.6,15.8,43.0,17.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DEEP ROCK,41.9,0.16,0.049,36.0,5.0,1.4,13.0,35.6,23.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,PENWELL,41.7,0.24,0.042,40.0,5.0,1.6,12.4,33.3,21.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"SNYDER, NORTH",40.9,0.34,0.063,36.0,30.0,1.5,12.8,36.8,19.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HARRIS,29.7,2.38,0.136,49.0,5.0,2.3,9.4,30.5,33.0,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,YARBOROUGH & ALLEN,41.3,0.14,0.036,39.0,5.0,2.0,9.5,29.5,23.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"COWDEN, NORTH",34.8,1.57,0.097,45.0,5.0,2.6,11.7,34.8,24.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,TXL,39.0,0.3,0.076,44.0,5.0,1.3,11.1,34.5,22.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HUAT,28.0,1.9,0.125,61.0,45.0,3.7,7.4,26.1,40.2,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,CORAZON,35.2,0.36,0.172,44.0,5.0,2.1,8.5,33.3,24.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SHAFTER LAKE,37.0,0.74,0.087,40.0,5.0,2.1,9.7,31.0,24.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HUAT,38.0,0.95,0.099,40.0,5.0,1.6,14.6,36.8,22.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,WALKER,32.1,1.59,0.101,49.0,5.0,3.1,7.6,28.1,39.7,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,FULLERTON,44.7,0.26,0.033,37.0,5.0,0.6,15.0,40.4,17.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HOWARD-GLASSCOCK,32.1,0.79,0.094,57.0,20.0,3.5,4.7,23.7,30.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,BRONCO,40.9,0.22,0.025,34.0,5.0,0.9,14.4,40.6,15.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,HOWARD-GLASSCOCK,28.7,1.92,0.096,57.0,25.0,2.8,4.6,21.1,32.7,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,HOWARD-GLASSCOCK,24.7,2.15,0.119,57.0,30.0,3.9,4.1,14.1,34.2,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,TAYLOR-LINK,28.6,1.39,0.105,77.0,5.0,3.0,0.0,17.1,33.4,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,VEALMOOR,42.1,0.09,0.042,38.0,5.0,0.5,13.1,40.1,17.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"METZ, EAST",43.0,0.22,0.036,37.0,5.0,2.0,12.1,31.6,22.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SAND HILLS TUBB,36.4,0.79,0.085,43.0,5.0,2.2,9.3,33.5,34.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,COPE,38.2,0.14,0.144,43.0,5.0,1.5,13.0,34.3,27.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,ANDECTOR,43.8,0.23,0.033,36.0,5.0,1.2,13.2,36.0,17.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BLOCK 9,49.4,0.07,0.006,34.0,5.0,0.4,13.3,42.0,9.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BLOCK 31,45.6,0.11,0.032,34.0,5.0,0.4,17.7,44.8,12.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BLOCK 31,43.2,0.14,0.019,38.0,5.0,1.0,8.8,33.6,17.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BLOCK 31,28.0,1.54,0.103,103.0,30.0,3.9,2.4,14.5,46.2,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,BREEDLOVE,40.9,0.16,0.13,38.0,5.0,0.9,13.0,35.6,20.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BROWN,38.8,0.51,0.045,36.0,5.0,1.2,12.8,36.9,18.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,CLAIREMONT,39.2,0.44,0.08,40.0,15.0,2.3,14.3,37.2,20.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,COGDELL,38.4,0.39,0.073,41.0,15.0,1.9,13.6,37.7,26.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,COWDEN,38.0,1.08,0.088,41.0,5.0,2.3,12.5,34.8,22.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,DIAMOND M,37.6,0.18,0.101,40.0,5.0,1.5,9.8,35.8,21.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DIAMOND M,28.9,1.82,0.151,54.0,35.0,4.0,9.3,28.2,32.0,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,DIAMOND M,41.9,0.23,0.064,38.0,5.0,1.1,17.2,44.1,18.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DIAMOND M,23.8,2.56,0.209,77.0,45.0,3.3,7.3,24.3,35.6,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,DOLLARHIDE,34.4,0.4,0.097,47.0,15.0,1.9,9.2,28.1,25.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DOLLARHIDE,36.4,0.45,0.09,41.0,5.0,1.7,8.2,32.6,22.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DOLLARHIDE,42.8,0.17,0.028,40.0,5.0,1.5,11.6,33.6,16.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DOLLARHIDE,39.0,0.31,0.053,43.0,5.0,2.3,6.8,29.0,21.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,DONNELLY,37.6,1.02,0.072,41.0,5.0,2.1,9.9,32.8,23.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,DOUBLE H,33.8,1.32,0.101,44.0,5.0,2.7,10.2,32.4,26.2,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,DUNE,39.0,0.34,0.076,39.0,25.0,1.7,11.8,33.8,22.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,EMMA,40.0,0.1,0.063,36.0,5.0,1.0,12.2,33.8,21.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,FLANAGAN,40.0,0.67,0.062,39.0,5.0,1.2,13.0,34.2,21.8,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,FULLERTON,31.5,2.09,0.099,51.0,5.0,3.2,8.2,29.3,29.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,GOLDSMITH,36.8,0.46,0.077,43.0,5.0,1.6,8.2,32.4,21.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOLDSMITH,36.4,0.48,0.086,44.0,5.0,1.7,7.1,29.9,23.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,GOLDSMITH,36.0,0.79,0.093,44.0,5.0,2.0,8.6,31.6,24.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,HARRIS,32.7,1.6,0.121,49.0,25.0,3.7,10.5,31.3,32.1,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,H.S.A.,40.9,0.13,0.061,38.0,5.0,0.7,10.7,35.3,19.8,Liviano,Dulce (sweet) < 0.5%S
TEXAS,INEZ,46.3,0.04,0.014,33.0,5.0,0.3,11.7,37.2,11.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,INEZ,50.1,0.01,0.007,36.0,5.0,0.2,13.6,43.2,9.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,INEZ,47.6,0.04,0.011,35.0,5.0,0.2,13.3,40.1,11.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,JUSTICEBURG,38.4,0.18,0.118,42.0,5.0,1.6,12.7,36.6,22.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,LAWSON,37.4,1.11,0.119,41.0,5.0,2.3,10.8,33.3,22.3,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,MAGUTEX,31.9,1.45,0.121,60.0,30.0,2.5,9.4,29.6,30.9,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,MARTIN,42.3,0.15,0.041,41.0,5.0,1.6,11.0,30.8,22.1,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MARTIN,42.5,0.3,0.04,39.0,5.0,2.3,11.9,32.9,21.5,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MCFARLAND,46.3,0.1,0.023,39.0,5.0,0.9,10.4,33.9,14.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,MIDLAND FARMS,30.0,2.41,0.131,52.0,10.0,2.6,7.0,26.2,29.1,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,MIDLAND FARMS,43.4,0.07,0.02,35.0,5.0,0.5,9.4,37.8,13.6,Liviano,Dulce (sweet) < 0.5%S
TEXAS,NELSON,37.0,0.75,0.091,46.0,5.0,0.9,8.7,28.6,26.0,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,PARKS,47.2,0.06,0.021,32.0,5.0,0.4,21.0,49.5,14.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,POST,37.6,0.17,0.126,39.0,5.0,1.6,9.9,34.7,22.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,RUSTLER HILLS,28.7,0.9,0.102,74.0,5.0,1.4,0.0,12.4,33.5,Mediano,Agrio (sour) ≥ 0.5%S
TEXAS,SMS,37.6,0.61,0.089,43.0,5.0,1.9,11.5,32.7,24.2,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,SALT CREEK,35.4,0.57,0.094,41.0,5.0,2.6,10.2,33.1,29.6,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"SEMINOLE, WEST",31.9,2.11,0.108,48.0,5.0,2.6,10.4,34.0,25.4,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,"SEMINOLE, WEST",36.8,0.35,0.081,44.0,5.0,2.3,8.8,30.8,22.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SPRABERRY TREND,34.0,0.19,0.163,52.0,5.0,1.4,8.2,27.3,33.3,Liviano,Dulce (sweet) < 0.5%S
TEXAS,SPRABERRY TREND,39.2,0.11,0.12,40.0,5.0,0.9,13.6,36.2,24.9,Liviano,Dulce (sweet) < 0.5%S
TEXAS,THREE BAR,37.8,0.55,0.089,41.0,5.0,1.3,5.5,30.9,21.5,Liviano,Agrio (sour) ≥ 0.5%S
TEXAS,UNIVERSITY BLK 13,43.0,0.23,0.034,36.0,5.0,0.6,12.4,38.0,18.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,UNIVERSITY BLK 13,42.8,0.29,0.041,39.0,5.0,1.9,10.9,32.7,19.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,BIG SPRING,49.7,0.08,0.012,34.0,5.0,0.1,17.7,46.7,11.0,Liviano,Dulce (sweet) < 0.5%S
TEXAS,AMELIA,25.9,0.2,0.041,70.0,5.0,1.3,0.0,0.0,28.7,Mediano,Dulce (sweet) < 0.5%S
TEXAS,AMELIA,36.0,0.08,0.009,38.0,35.0,0.1,5.6,31.6,7.4,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BATSON, NEW",39.2,0.09,0.022,37.0,5.0,0.4,7.7,36.1,12.7,Liviano,Dulce (sweet) < 0.5%S
TEXAS,"BATSON, OLD",24.9,0.53,0.048,71.0,5.0,2.0,0.0,12.2,32.4,Mediano,Agrio (sour) ≥ 0.5%S
